2026-02-23 10:36:31,330 INFO    MainThread:24096 [wandb_init.py:setup_run_log_directory():717] Logging user logs to c:\Users\master4\Desktop\seminarski-rad-hepatitis-c-prediction-dataset\wandb\run-20260223_103631-qabxycy3\logs\debug.log
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:setup_run_log_directory():718] Logging internal logs to c:\Users\master4\Desktop\seminarski-rad-hepatitis-c-prediction-dataset\wandb\run-20260223_103631-qabxycy3\logs\debug-internal.log
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:monkeypatch_ipython():636] configuring jupyter hooks <wandb.sdk.wandb_init._WandbInit object at 0x0000021A0BC220D0>
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:init():844] calling init triggers
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:init():849] wandb.init called with sweep_config: {}
config: {'model': 'DecisionTree', 'max_depth': 3, 'test_size': 0.2, 'features': ['Age', 'Sex', 'ALB', 'ALP', 'ALT', 'AST', 'BIL', 'CHE', 'CHOL', 'CREA', 'GGT', 'PROT'], '_wandb': {}}
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:init():892] starting backend
2026-02-23 10:36:31,331 INFO    MainThread:24096 [wandb_init.py:init():895] sending inform_init request
2026-02-23 10:36:31,334 INFO    MainThread:24096 [wandb_init.py:init():903] backend started and connected
2026-02-23 10:36:31,336 INFO    MainThread:24096 [wandb_run.py:_label_probe_notebook():1334] probe notebook
2026-02-23 10:36:31,336 INFO    MainThread:24096 [wandb_init.py:init():973] updated telemetry
2026-02-23 10:36:31,378 INFO    MainThread:24096 [wandb_init.py:init():997] communicating run to backend with 90.0 second timeout
2026-02-23 10:36:31,929 INFO    MainThread:24096 [wandb_init.py:init():1042] starting run threads in backend
2026-02-23 10:36:32,089 INFO    MainThread:24096 [wandb_run.py:_console_start():2529] atexit reg
2026-02-23 10:36:32,090 INFO    MainThread:24096 [wandb_run.py:_redirect():2377] redirect: wrap_raw
2026-02-23 10:36:32,090 INFO    MainThread:24096 [wandb_run.py:_redirect():2446] Wrapping output streams.
2026-02-23 10:36:32,090 INFO    MainThread:24096 [wandb_run.py:_redirect():2469] Redirects installed.
2026-02-23 10:36:32,097 INFO    MainThread:24096 [wandb_init.py:init():1082] run started, returning control to user process
2026-02-23 10:36:32,732 INFO    MainThread:24096 [wandb_run.py:_finish():2295] finishing run milosandjelkovic20-faculty-of-natural-sciences-kragujevac/hepatitis_c_prediction/qabxycy3
2026-02-23 10:36:32,733 INFO    MainThread:24096 [jupyter.py:save_history():435] not saving jupyter history
2026-02-23 10:36:32,733 INFO    MainThread:24096 [jupyter.py:save_ipynb():359] not saving jupyter notebook
2026-02-23 10:36:32,733 INFO    MainThread:24096 [wandb_init.py:_jupyter_teardown():621] cleaning up jupyter logic
2026-02-23 10:36:32,733 INFO    MainThread:24096 [wandb_run.py:_atexit_cleanup():2494] got exitcode: 0
2026-02-23 10:36:32,733 INFO    MainThread:24096 [wandb_run.py:_restore():2476] restore
2026-02-23 10:36:32,733 INFO    MainThread:24096 [wandb_run.py:_restore():2482] restore done
2026-02-23 10:36:35,713 INFO    MainThread:24096 [wandb_run.py:_footer_sync_info():3871] logging synced files
